,work_year,experience_level,employment_type,job_title,remote_ratio,company_location,company_size,salary_usd
194,2023,SE,1,Data Scientist,0,US,2,190000
195,2023,SE,1,Data Scientist,0,US,2,170000
196,2023,MI,1,Research Engineer,0,US,2,230000
197,2023,MI,1,Research Engineer,0,US,2,200000
198,2023,SE,1,Data Architect,100,US,2,180000
199,2023,SE,1,Data Architect,100,US,2,115000
200,2023,SE,1,Data Architect,100,US,2,200000
201,2023,SE,1,Data Architect,100,US,2,115000
202,2023,SE,1,Data DevOps Engineer,50,FR,1,61000
203,2023,EX,1,Data Engineer,0,US,2,220000
204,2023,EX,1,Data Engineer,0,US,2,205000
205,2023,MI,1,Data Engineer,0,US,2,180000
206,2023,MI,1,Data Engineer,0,US,2,130000
207,2023,SE,1,Data Engineer,100,US,2,200000
208,2023,SE,1,Data Engineer,100,US,2,150000
209,2023,SE,1,Computer Vision Engineer,0,US,2,215000
210,2023,SE,1,Computer Vision Engineer,0,US,2,170000
211,2023,SE,1,Machine Learning Engineer,0,US,2,247500
212,2023,SE,1,Machine Learning Engineer,0,US,2,172200
213,2023,SE,1,Data Scientist,0,CA,2,224000
214,2023,SE,1,Data Scientist,0,CA,2,176000
215,2023,SE,1,Data Analyst,100,US,2,120000
216,2023,SE,1,Data Analyst,100,US,2,75000
217,2023,EN,1,Data Engineer,100,IN,3,19600
218,2023,SE,1,Applied Data Scientist,100,FI,2,75000
219,2023,MI,1,AI Developer,0,FI,2,74000
220,2023,SE,1,Data Analyst,0,US,2,140000
221,2023,SE,1,Data Analyst,0,US,2,120000
222,2023,SE,1,Data Engineer,0,US,2,128000
223,2023,SE,1,Data Engineer,0,US,2,81500
224,2023,SE,1,Data Engineer,0,US,2,145000
225,2023,SE,1,Data Engineer,0,US,2,115000
226,2023,SE,1,Data Engineer,0,US,2,185000
227,2023,SE,1,Data Engineer,0,US,2,140000
229,2023,EX,1,Head of Data,0,US,2,269600
230,2023,SE,1,Data Quality Analyst,0,US,2,100000
231,2023,SE,1,Data Quality Analyst,0,US,2,80000
232,2023,SE,1,Data Scientist,0,US,2,250000
233,2023,SE,1,Data Scientist,0,US,2,162500
234,2023,MI,1,AI Developer,100,US,2,200000
235,2023,SE,1,Data Engineer,0,US,2,145000
236,2023,SE,1,Data Engineer,0,US,2,100000
237,2023,EX,1,Data Engineer,0,US,2,145000
238,2023,EX,1,Data Engineer,0,US,2,115000
239,2023,SE,1,Data Scientist,0,US,2,203500
240,2023,SE,1,Data Scientist,0,US,2,152000
241,2023,SE,1,Data Scientist,0,US,3,239000
242,2023,SE,1,Data Scientist,0,US,3,122900
243,2023,SE,1,Data Scientist,0,US,2,237000
244,2023,SE,1,Data Scientist,0,US,2,145000
245,2023,SE,1,Data Science Manager,0,US,2,191765
246,2023,SE,1,Data Science Manager,0,US,2,134236
247,2023,SE,1,Analytics Engineer,100,US,2,190000
248,2023,SE,1,Analytics Engineer,100,US,2,112000
249,2022,SE,1,Data Scientist,100,GB,3,102480
250,2023,EN,1,Data Engineer,0,US,2,85000
251,2023,EN,1,Data Engineer,0,US,2,65000
252,2023,SE,1,Data Analyst,0,US,2,135000
253,2023,SE,1,Data Analyst,0,US,2,105500
255,2023,SE,1,Research Engineer,0,US,2,185000
256,2023,SE,1,Data Analyst,0,US,2,80000
257,2023,SE,1,Data Analyst,0,US,2,70000
258,2023,SE,1,Data Engineer,100,US,2,220000
259,2023,SE,1,Data Engineer,100,US,2,160000
260,2023,SE,1,Data Scientist,100,US,2,175000
261,2023,SE,1,Data Scientist,100,US,2,145000
262,2023,SE,1,Data Analyst,0,US,2,200000
263,2023,SE,1,Data Analyst,0,US,2,148500
264,2023,SE,1,Data Scientist,0,ES,2,54900
265,2023,SE,1,Data Scientist,0,ES,2,43920
266,2023,SE,1,Data Engineer,0,US,3,240500
267,2023,SE,1,Data Engineer,0,US,3,123700
268,2023,SE,1,Analytics Engineer,100,US,2,152900
269,2023,SE,1,Analytics Engineer,100,US,2,117100
270,2023,SE,1,Analytics Engineer,100,US,2,173000
271,2023,SE,1,Analytics Engineer,100,US,2,113000
272,2023,SE,1,Applied Scientist,0,US,3,260000
273,2023,SE,1,Applied Scientist,0,US,3,136000
274,2023,EX,1,Data Engineer,0,US,2,175000
275,2023,EX,1,Data Engineer,0,US,2,110000
276,2023,SE,1,Applied Scientist,0,US,3,260000
277,2023,SE,1,Applied Scientist,0,US,3,136000
278,2023,SE,1,Research Scientist,100,US,2,130000
279,2023,SE,1,Research Scientist,100,US,2,110000
280,2023,SE,1,Applied Scientist,100,US,2,205000
281,2023,SE,1,Applied Scientist,100,US,2,184000
282,2023,SE,1,Data Analyst,100,US,2,149500
283,2023,SE,1,Data Analyst,100,US,2,127075
284,2023,SE,1,Data Scientist,0,US,2,195000
285,2023,SE,1,Data Scientist,0,US,2,160000
286,2023,SE,1,Data Engineer,100,US,2,219535
287,2023,SE,1,Data Engineer,100,US,2,146115
288,2023,SE,1,Data Scientist,0,US,2,170000
289,2023,SE,1,Data Scientist,0,US,2,135000
290,2023,SE,1,Data Scientist,100,US,2,175000
291,2023,SE,1,Data Scientist,100,US,2,145000
292,2023,SE,1,Data Scientist,0,US,2,199000
293,2023,SE,1,Data Scientist,0,US,2,162000
294,2023,SE,1,Applied Scientist,0,US,3,222200
295,2023,SE,1,Applied Scientist,0,US,3,136000
296,2023,EX,1,Analytics Engineer,100,US,2,221000
297,2023,EX,1,Analytics Engineer,100,US,2,153000
298,2023,SE,1,Data Analyst,0,US,2,187000
299,2023,SE,1,Data Analyst,0,US,2,128000
300,2023,SE,1,Research Scientist,0,US,2,210000
301,2023,SE,1,Research Scientist,0,US,2,136000
302,2023,SE,1,Data Scientist,100,US,2,175000
303,2023,SE,1,Data Scientist,100,US,2,100000
304,2023,SE,1,Data Engineer,0,US,2,179000
305,2023,SE,1,Data Engineer,0,US,2,109000
306,2023,SE,1,Data Scientist,0,US,2,245000
307,2023,SE,1,Data Scientist,0,US,2,180000
308,2023,SE,1,Data Analyst,100,US,2,142000
309,2023,SE,1,Data Analyst,100,US,2,75000
310,2023,SE,1,Data Manager,0,US,2,198800
311,2023,SE,1,Data Manager,0,US,2,105200
312,2023,SE,1,Data Analyst,100,US,2,125000
313,2023,SE,1,Data Analyst,100,US,2,112000
314,2023,SE,1,Data Scientist,0,US,2,210000
315,2023,SE,1,Data Scientist,0,US,2,155000
316,2023,SE,1,Data Manager,100,US,2,115000
317,2023,SE,1,Data Manager,100,US,2,86000
318,2023,SE,1,Data Scientist,0,US,2,165000
319,2023,SE,1,Data Scientist,0,US,2,140000
320,2023,SE,1,Data Analyst,0,US,2,139000
321,2023,SE,1,Data Analyst,0,US,2,106000
322,2023,EN,1,Data Analyst,0,CA,3,45100
323,2022,SE,1,AI Developer,0,CA,1,275000
324,2023,SE,3,Machine Learning Researcher,50,UA,1,50000
325,2023,MI,1,Machine Learning Engineer,100,US,2,280700
326,2023,MI,1,Machine Learning Engineer,100,US,2,150450
327,2023,EN,1,Data Scientist,100,CA,3,57400
328,2023,SE,1,Data Architect,0,US,2,250500
329,2023,SE,1,Data Architect,0,US,2,159500
330,2023,SE,1,Data Engineer,0,US,2,145000
331,2023,SE,1,Data Engineer,0,US,2,115000
332,2023,SE,1,Data Analyst,0,US,2,140000
333,2023,SE,1,Data Analyst,0,US,2,120000
334,2023,EN,1,Data Scientist,100,US,2,130001
335,2023,EN,1,Data Scientist,100,US,2,71907
336,2023,MI,1,Data Scientist,100,US,2,93918
337,2023,MI,1,Data Scientist,100,US,2,51962
338,2023,SE,1,Data Analyst,100,CA,2,175000
339,2023,SE,1,Data Analyst,100,CA,2,135000
340,2023,EN,1,Data Engineer,0,US,2,85000
341,2023,EN,1,Data Engineer,0,US,2,65000
342,2023,SE,1,Machine Learning Engineer,0,US,2,257000
343,2023,SE,1,Machine Learning Engineer,0,US,2,147000
344,2023,SE,1,Data Engineer,100,US,2,222000
345,2023,SE,1,Data Engineer,100,US,2,175000
346,2023,SE,1,Data Scientist,100,US,2,203000
347,2023,SE,1,Data Scientist,100,US,2,133200
348,2023,EN,1,Applied Scientist,0,US,3,213660
349,2023,EN,1,Applied Scientist,0,US,3,130760
350,2023,SE,1,Data Engineer,0,US,2,221000
351,2023,SE,1,Data Engineer,0,US,2,147000
352,2023,SE,1,Data Quality Analyst,0,US,2,100000
353,2023,SE,1,Data Quality Analyst,0,US,2,80000
354,2023,SE,1,Data Scientist,0,US,2,185900
355,2023,SE,1,Data Scientist,0,US,2,129300
356,2023,SE,1,Data Scientist,100,US,2,238000
357,2023,SE,1,Data Scientist,100,US,2,156000
359,2023,SE,1,Machine Learning Engineer,100,US,2,199000
360,2023,MI,1,Big Data Engineer,100,ES,2,54900
361,2023,SE,1,Data Engineer,0,US,2,150000
362,2023,SE,1,Data Engineer,0,US,2,130000
363,2023,SE,1,Data Scientist,100,US,2,140000
364,2023,SE,1,Data Scientist,100,US,2,110000
365,2023,MI,1,Data Analyst,0,US,2,90000
366,2023,MI,1,Data Analyst,0,US,2,75000
367,2023,MI,1,Research Scientist,0,GB,2,227292
368,2023,MI,1,Research Scientist,0,GB,2,119243.7
369,2023,SE,1,Data Engineer,0,US,2,240000
370,2023,SE,1,Data Engineer,0,US,2,183600
371,2023,MI,1,Data Specialist,0,US,2,130000
372,2023,MI,1,Data Specialist,0,US,2,80000
373,2023,SE,1,Data Engineer,0,US,2,250000
374,2023,SE,1,Data Engineer,0,US,2,150000
375,2023,SE,1,Data Analytics Manager,100,US,2,160000
376,2023,SE,1,Data Analytics Manager,100,US,2,120000
377,2023,SE,1,Machine Learning Engineer,0,US,2,289076
378,2023,SE,1,Machine Learning Engineer,0,US,2,202353
379,2023,SE,1,Data Engineer,0,US,2,145000
380,2023,SE,1,Data Engineer,0,US,2,120000
381,2023,SE,1,Data Analyst,0,US,2,155000
382,2023,SE,1,Data Analyst,0,US,2,106000
383,2023,SE,1,Data Engineer,0,US,2,200000
384,2023,SE,1,Data Engineer,0,US,2,160000
385,2023,SE,1,Data Scientist,100,US,2,157750
386,2023,SE,1,Data Scientist,100,US,2,104650
387,2023,MI,1,Data Scientist,100,US,2,180000
388,2023,MI,1,Data Scientist,100,US,2,140000
389,2023,EX,1,Data Scientist,0,US,2,200000
390,2023,EX,1,Data Scientist,0,US,2,145000
391,2023,MI,1,Lead Data Analyst,0,US,3,68000
392,2023,EN,1,BI Data Engineer,100,US,2,60000
393,2023,SE,1,Data Scientist,0,ES,2,54900
394,2023,SE,1,Data Scientist,0,ES,2,43920
395,2023,EN,1,Data Engineer,0,US,2,85000
396,2023,EN,1,Data Engineer,0,US,2,65000
397,2023,MI,1,Data Engineer,0,US,2,125000
398,2023,MI,1,Data Engineer,0,US,2,90000
399,2023,SE,1,Data Analyst,100,US,2,105000
400,2023,SE,1,Data Analyst,100,US,2,90000
401,2023,SE,1,Analytics Engineer,0,US,2,179820
402,2023,SE,1,Analytics Engineer,0,US,2,143860
403,2023,SE,1,Data Analyst,0,US,2,135000
404,2023,SE,1,Data Analyst,0,US,2,105500
405,2023,EN,1,Research Engineer,0,US,2,155000
406,2023,EN,1,Research Engineer,0,US,2,125000
407,2023,SE,1,Machine Learning Engineer,0,US,2,241000
408,2023,SE,1,Machine Learning Engineer,0,US,2,181000
409,2023,SE,1,Data Scientist,0,US,2,252000
410,2023,SE,1,Data Scientist,0,US,2,154000
411,2023,EX,1,Data Architect,0,US,2,180000
412,2023,EX,1,Data Architect,0,US,2,155000
413,2023,SE,1,Data Scientist,0,US,2,191765
414,2023,SE,1,Data Scientist,0,US,2,134236
415,2023,SE,1,Data Scientist,100,US,2,175000
416,2023,SE,1,Data Scientist,100,US,2,145000
417,2023,SE,1,Data Scientist,100,US,2,237000
418,2023,SE,1,Data Scientist,100,US,2,145000
419,2023,EN,1,Research Engineer,0,US,2,155000
420,2023,EN,1,Research Engineer,0,US,2,125000
421,2023,SE,1,Data Analyst,0,US,2,80000
422,2023,SE,1,Data Analyst,0,US,2,70000
423,2023,SE,1,Data Engineer,0,US,2,146000
424,2023,SE,1,Data Engineer,0,US,2,75000
425,2023,EN,1,Data Analyst,100,US,2,64200
426,2023,EN,1,Data Analyst,100,US,2,56100
427,2023,SE,1,Machine Learning Engineer,0,US,2,170000
428,2023,SE,1,Machine Learning Engineer,0,US,2,130000
429,2023,SE,1,Data Analyst,100,US,2,208450
430,2023,SE,1,Data Analyst,100,US,2,170550
431,2023,SE,1,Machine Learning Engineer,0,US,2,125000
432,2023,SE,1,Machine Learning Engineer,0,US,2,100000
433,2023,MI,1,Data Manager,0,US,2,135000
434,2023,MI,1,Data Manager,0,US,2,120000
435,2023,SE,1,Data Scientist,100,US,2,200000
436,2023,SE,1,Data Scientist,100,US,2,170000
437,2023,SE,1,Data Scientist,0,IE,2,171250
438,2023,SE,1,Data Scientist,0,IE,2,113750
439,2023,SE,1,Applied Scientist,0,US,3,222200
440,2023,SE,1,Applied Scientist,0,US,3,136000
441,2023,SE,1,Applied Scientist,0,US,3,260000
442,2023,SE,1,Applied Scientist,0,US,3,136000
443,2023,SE,1,Data Analyst,0,US,2,153600
444,2023,SE,1,Data Analyst,0,US,2,100500
445,2023,SE,1,Applied Scientist,100,US,2,205000
446,2023,SE,1,Applied Scientist,100,US,2,184000
447,2023,SE,1,Machine Learning Engineer,100,CA,2,115000
448,2023,SE,1,Machine Learning Engineer,100,CA,2,95000
449,2023,MI,1,Data Analyst,0,US,2,182500
450,2023,MI,1,Data Analyst,0,US,2,121500
451,2023,SE,1,Data Engineer,0,US,2,203100
452,2023,SE,1,Data Engineer,0,US,2,114500
453,2023,MI,1,Data Analyst,0,GB,2,84600
454,2023,MI,1,Data Analyst,0,GB,2,63450
455,2023,SE,1,Data Engineer,0,US,2,252000
456,2023,SE,1,Data Engineer,0,US,2,129000
457,2023,EN,1,Data Engineer,100,US,2,92700
458,2023,EN,1,Data Engineer,100,US,2,61800
459,2023,SE,1,Data Engineer,100,US,2,160000
460,2023,SE,1,Data Engineer,100,US,2,130000
461,2023,SE,1,Data Scientist,0,CA,2,258000
462,2023,SE,1,Data Scientist,0,CA,2,190000
463,2023,SE,1,Data Scientist,0,US,2,170000
464,2023,SE,1,Data Scientist,0,US,2,135000
465,2023,MI,1,Data Architect,0,US,2,167500
466,2023,MI,1,Data Architect,0,US,2,106500
467,2023,SE,1,Data Scientist,0,US,2,195000
468,2023,SE,1,Data Scientist,0,US,2,160000
469,2023,MI,1,Data Engineer,0,US,2,146000
470,2023,MI,1,Data Engineer,0,US,2,75000
471,2022,EN,1,Data Engineer,100,NL,3,69540
472,2023,EX,1,Data Engineer,100,US,2,286000
473,2023,EX,1,Data Engineer,100,US,2,207000
474,2023,SE,1,Data Analyst,100,US,2,100000
475,2023,SE,1,Data Analyst,100,US,2,80000
476,2023,SE,1,Data Engineer,0,US,2,223250
477,2023,SE,1,Data Engineer,0,US,2,178600
479,2023,EX,1,Director of Data Science,0,US,2,249300
480,2023,MI,1,Machine Learning Scientist,0,US,2,230000
481,2023,MI,1,Machine Learning Scientist,0,US,2,220000
483,2023,SE,1,Data Scientist,100,US,2,198200
484,2023,MI,1,Research Scientist,100,US,2,210000
485,2023,MI,1,Research Scientist,100,US,2,151800
486,2023,SE,1,Data Scientist,100,US,2,200000
487,2023,SE,1,Data Scientist,100,US,2,170000
489,2023,SE,1,Data Scientist,0,US,2,170730
490,2023,SE,1,Data Engineer,0,US,2,128000
491,2023,SE,1,Data Engineer,0,US,2,81500
492,2023,EN,1,Business Data Analyst,0,ES,2,24400
493,2023,SE,1,AI Developer,0,UA,2,108000
494,2023,SE,1,AI Developer,0,UA,2,60000
495,2023,MI,1,MLOps Engineer,100,US,2,134000
496,2023,MI,1,MLOps Engineer,100,US,2,124000
497,2023,SE,1,Data Engineer,0,US,2,171250
498,2023,SE,1,Data Engineer,0,US,2,113750
499,2023,SE,1,Data Engineer,0,US,2,165000
500,2023,SE,1,Data Engineer,0,US,2,132300
501,2023,SE,1,Data Scientist,0,US,2,225000
502,2023,SE,1,Data Scientist,0,US,2,175000
503,2023,SE,1,Data Engineer,0,US,2,230000
504,2023,SE,1,Data Engineer,0,US,2,124500
505,2023,SE,1,Machine Learning Engineer,0,US,2,247500
506,2023,SE,1,Machine Learning Engineer,0,US,2,172200
507,2023,SE,1,Data Analyst,0,US,2,175000
508,2023,SE,1,Data Analyst,0,US,2,145000
509,2023,SE,1,Data Analyst,0,US,2,148700
510,2023,SE,1,Data Analyst,0,US,2,125600
511,2023,SE,1,Data Engineer,0,US,2,145000
512,2023,SE,1,Data Engineer,0,US,2,115000
513,2023,SE,1,Research Scientist,0,US,2,200000
514,2023,SE,1,Research Scientist,0,US,2,150000
515,2023,EN,1,Research Engineer,0,US,2,160000
516,2023,EN,1,Research Engineer,0,US,2,120000
517,2023,SE,1,Data Analyst,100,US,2,185000
518,2023,SE,1,Data Analyst,100,US,2,120250
519,2023,SE,1,Data Scientist,100,US,2,275300
520,2023,SE,1,Data Scientist,100,US,2,183000
521,2023,SE,1,Data Architect,100,US,2,170000
522,2023,SE,1,Data Architect,100,US,2,125000
523,2023,MI,1,Data Architect,0,US,2,167500
524,2023,MI,1,Data Architect,0,US,2,106500
525,2023,SE,1,Research Scientist,0,US,2,250000
526,2023,SE,1,Research Scientist,0,US,2,200000
527,2023,MI,1,Machine Learning Engineer,50,US,3,135000
529,2023,SE,1,Machine Learning Engineer,100,US,2,216000
530,2023,SE,1,Machine Learning Engineer,100,US,2,184000
531,2023,SE,1,Data Engineer,100,US,2,180000
532,2023,SE,1,Data Engineer,100,US,2,165000
533,2023,SE,1,Data Scientist,0,US,2,185900
534,2023,SE,1,Data Scientist,0,US,2,129300
535,2023,SE,1,Data Engineer,0,US,2,145000
536,2023,SE,1,Data Engineer,0,US,2,120000
537,2023,MI,1,Data Engineer,0,US,2,143865
